"Phrase","PhraseID","Accentuation","Clitic objects","Cyrillic phrase","Doubled phrase","Evidential","Interrogative","Line","LineID","Miscellaneous","Negation","Phrase","Reflexive","Style","Syntactic cohesion","Tense-mood","Token","TokenID","Verbal phrase","Word order"
"gu vìkame tovà smɛ̀nka","75963","","1.obj.pron.","","clt.pron-nom","","","Bansko: 170","32991","2nd.accus.","","gu vìkame tovà smɛ̀nka","","","","present","gu, vìkame, tovà, smɛ̀nka","32943, 26654, 21141, 32989","",""
"se rɛ̀že","75962","","","","","","","Bansko: 169","32990","","","se rɛ̀že","reflexive","","","present","se, rɛ̀že","12409, 32988","",""
"udrɛ̀že se","75961","","","","","","","Bansko: 168","32986","","","udrɛ̀že se","reflexive","","","present","udrɛ̀že, se","32982, 12409","",""
"se razrɛ̀žuva","75960","","","","","","","Bansko: 168","32986","","","se razrɛ̀žuva","reflexive","","","present","se, razrɛ̀žuva","12409, 32981","",""
"se mìe","75959","","","","","","","Bansko: 165","32973","","","se mìe","reflexive","","","present","se, mìe","12409, 32971","",""
"se ukàdi","75958","","","","","","","Bansko: 164","32969","","","se ukàdi","reflexive","","","present","se, ukàdi","12409, 32967","",""
"iscɤ̀rvi se","75957","","","","","","","Bansko: 164","32969","","","iscɤ̀rvi se","reflexive","","","present","iscɤ̀rvi, se","32965, 12409","",""
"go pɤ̀rža:","75955","","1.obj.pron.","","","","","Bansko: 161","32961","","","go pɤ̀rža:","","","","present","go, pɤ̀rža:","14385, 32960","",""
"uvedè se","75954","","","","","","","Bansko: 160","32958","","","uvedè se","reflexive","","","present","uvedè, se","32957, 12409","",""
"da se oplɛ̀ši","75953","","","","","","","Bansko: 160","32958","","","da se oplɛ̀ši","reflexive","","","present","da, se, oplɛ̀ši","11415, 12409, 38134","",""
"gùdetù da","75952","dbl.acc","","","","","","Bansko: 160","32958","","","gùdetù da","","","","","gùdetù, da","32954, 11415","",""
"da se zadùši̥","75951","","","","","","","Bansko: 158","32947","","","da se zadùši̥","reflexive","","","present","da, se, zadùši̥","11415, 12409, 32946","",""
"polìvamè gu","75950","dbl.acc","1.obj.pron.","","","","","Bansko: 158","32947","","","polìvamè gu","","","","present","polìvamè, gu","32942, 32943","",""
"go polìvame","75949","","1.obj.pron.","","","","","Bansko: 157","32941","","","go polìvame","","","","present","go, polìvame","32936, 32937","",""
"go cɤ̀rva:","75948","","1.obj.pron.","","","","","Bansko: 152","32764","","","go cɤ̀rva:","","","","present","go, cɤ̀rva:","14385, 32763","",""
"da se pràvi","75947","","","","","","","Bansko: 145","32750","","","da se pràvi","reflexive","","","present","da, se, pràvi","11415, 12409, 31053","",""
"se pràvi","75946","","","","","","","Bansko: 143","32748","","","se pràvi","reflexive","","","present","se, pràvi","12409, 31053","",""
"da si kùpiš","75929","","","","","","","Bansko: 142","32747","","","da si kùpiš","reflexive","","","present","da, si, kùpiš","11415, 12879, 27084","",""
"se pràvi","75928","","","","","","","Bansko: 142","32747","","","se pràvi","reflexive","","","present","se, pràvi","12409, 31053","",""
"ga se zakòla:","75927","","","","","","","Bansko: 137","32737","","","ga se zakòla:","reflexive","","","present","ga, se, zakòla:","26051, 12409, 32736","",""
"go edème","75926","","1.obj.pron.","","","","","Bansko: 135","32730","","","go edème","","","","present","go, edème","14385, 32727","",""
"se sipùva","75925","","","","","","","Bansko: 128","29408","","","se sipùva","reflexive","","","present","se, sipùva","12409, 29405","",""
"da se karaštìsḁ","75924","","","","","","","Bansko: 126","29403","","","da se karaštìsḁ","reflexive","","","present","da, se, karaštìsḁ","11415, 12409, 29402","",""
"što sàm turìla","75923","addl.acc","","","","","","Bansko: 124","29394","","","što sàm turìla","","","","perfect","što, sàm, turìla","13346, 16498, 29372","",""
"da a sipùvame","75922","","1.obj.pron.","","","","","Bansko: 123","29389","","","da a sipùvame","","","","present","da, a, sipùvame","11415, 23477, 29388","",""
"katò a izvàdime","75921","","1.obj.pron.","","","","","Bansko: 123","29389","","","katò a izvàdime","","","","present","katò, a, izvàdime","29386, 23477, 24290","",""
"da ì zavrìm","75920","addl.acc","1.obj.pron.","","","","","Bansko: 122","29385","","","da ì zavrìm","","","","present","da, ì, zavrìm","11415, 22988, 29381","",""
"turìla sam","75919","","","","","","","Bansko: 119","29373","","","turìla sam","","","","perfect","turìla, sam","29372, 16202","",""
"nè e zapečàtena","75918","","","","","","","Bansko: 115","29363","","neg-clit","nè e zapečàtena","","","","present","nè, e, zapečàtena","12294, 987, 29362","pass.part",""
"se plèskaše","75917","","","","","","","Bansko: 112","29357","","","se plèskaše","reflexive","","","imperfect","se, plèskaše","12409, 29355","",""
"ud nètre","75916","","","","","","","Bansko: 111","29353","od+obj","","ud nètre","","","","","ud, nètre","5983, 29352","",""
"ta go prìfpaa","75915","","1.obj.pron.","","","","","Bansko: 111","29353","","","ta go prìfpaa","","","","present","ta, go, prìfpaa","5406, 14385, 29351","",""
"se tùra","75914","","","","","","","Bansko: 110","29347","","","se tùra","reflexive","","","present","se, tùra","12409, 22785","",""
"ta gu kavardìsam","75913","","1.obj.pron.","","","","","Bansko: 104","29334","","","ta gu kavardìsam","","","","present","ta, gu, kavardìsam","33120, 32943, 29330","",""
"ud rasòlu","75912","","","","","","","Bansko: 100","29322","od+obj","","ud rasòlu","","","","","ud, rasòlu","5983, 29319","",""
"ta go zapečàtime","75911","","1.obj.pron.","","","","","Bansko: 95","29309","","","ta go zapečàtime","","","","present","ta, go, zapečàtime","33120, 14385, 29308","",""
"č’e kažùvam","75910","","","","","","","Bansko: 89","29295","","","č’e kažùvam","","","","future","č’e, kažùvam","19853, 18294","",""
"da nè e fnògu č’ìsalu","75909","","","","","","","Bansko: 88","29291","","neg-clit","da nè e fnògu č’ìsalu","","","","present","da, nè, e, fnògu, č'ìsalu","11415, 12294, 987, 29286, 29287","predicate",""
"gu tùrime","75908","","1.obj.pron.","","","","","Bansko: 87","29289","","","gu tùrime","","","","present","gu, tùrime","32943, 11882","",""
"d nè e fnògu č’ìsalu","75907","","","","","","","Bansko: 87","29289","","neg-clit","d nè e fnògu č’ìsalu","","","","present","d, nè, e, fnògu, č'ìsalu","13713, 12294, 987, 29286, 29287","predicate",""
"čùle lè ste","75906","dbl.acc","","","","","interr.clit","Bansko: 79","29273","","","čùle lè ste","","","","perfect","čùle, lè, ste","12372, 18293, 14625","",""
"napràimè su̥s","75905","dbl.acc","","","","","","Bansko: 78","29270","","","napràimè su̥s","","","","present","napràimè, su̥s","49876, 74660","",""
"gu pràvime","75904","","1.obj.pron.","","","","","Bansko: 76","29265","","","gu pràvime","","","","present","gu, pràvime","32943, 45142","",""
"ud nègo","75903","","","","","","","Bansko: 76","29265","od+obj","","ud nègo","","","","","ud, nègo","5983, 23629","",""
"što sè kàzva","75902","addl.acc","","","","","","Bansko: 74","29263","","","što sè kàzva","reflexive","","","present","što, sè, kàzva","13346, 27510, 2091","",""
"də ti kàža","75901","","1.obj.pron.","","","","","Bansko: 72","29259","","","də ti kàža","","","","present","də, ti, kàža","974, 17648, 28145","",""
"sme pravìli","75900","","","","","","","Bansko: 69","29250","","","sme pravìli","","","","perfect","sme, pravìli","12768, 3724","",""
"ùbaù ta","75899","dbl.acc","","","","","","Bansko: 65","29242","","","ùbaù ta","","","","","ùbaù, ta","29240, 33120","",""
"navàrimè ta","75898","dbl.acc","","","","","","Bansko: 63","29237","","","navàrimè ta","","","","","navàrimè, ta","29233, 33120","",""
"ubàvotò e","75897","dbl.acc","","","","","","Bansko: 62","29230","","","ubàvotò e","","","","","ubàvotò, e","29231, 987","",""
"raš’č’urìl se e","75896","","","","","","","Bansko: 58","29215","","","raš’č’urìl se e","reflexive","","","perfect","raš'č'urìl, se, e","29214, 12409, 26185","","obj-aux"
"se nadùl","75895","","","","","renarrated","","Bansko: 58","29215","","","se nadùl","reflexive","","","","se, nadùl","12409, 29213","",""
"napravɛ̀li sa","75894","","","","","","","Bansko: 56","29206","","","napravɛ̀li sa","","","","perfect","napravɛ̀li, sa","29205, 23555","",""
"štu̥ sà napravɛ̀li","75893","addl.acc","","","","","","Bansko: 56","29206","","","štu̥ sà napravɛ̀li","","","","perfect","štu̥, sà, napravɛ̀li","29204, 49751, 29205","",""
"ùbavò e","75892","dbl.acc","","","","","","Bansko: 55","29203","","","ùbavò e","","","","","ùbavò, e","55483, 987","",""
"se napɤ̀ni","75891","","","","","","","Bansko: 54","29198","","","se napɤ̀ni","reflexive","","","present","se, napɤ̀ni","12409, 29196","",""
"se navìe","75890","","","","","","","Bansko: 53","29195","","","se navìe","reflexive","","","present","se, navìe","12409, 29194","",""
"nàvià gu","75889","dbl.acc","1.obj.pron.","","","","","Bansko: 51","29189","","","nàvià gu","","","","present","nàvià, gu","49871, 11923","",""
"gu nàvia","75888","","1.obj.pron.","","","","","Bansko: 51","29189","","","gu nàvia","","","","present","gu, nàvia","32943, 73265","",""
"a pràim","75887","","1.obj.pron.","","","","","Bansko: 47","29175","","","a pràim","","","","present","a, pràim","23477, 10705","",""
"a pràva","75886","","1.obj.pron.","","","","","Bansko: 47","29175","","","a pràva","","","","present","a, pràva","23477, 29173","",""
"a pràveše","75885","","1.obj.pron.","","","","","Bansko: 46","29170","","","a pràveše","","","","imperfect","a, pràveše","23477, 28008","",""
"i pràvime","75884","","1.obj.pron.","","","","","Bansko: 43","29163","","","i pràvime","","","","present","i, pràvime","23110, 29162","",""
"sam pravìla","75883","","","","","","","Bansko: 41","29160","","","sam pravìla","","","","perfect","sam, pravìla","16202, 29159","",""
"sa napìva","75881","","","","","","","Bansko: 39","29152","","","sa napìva","reflexive","","","present","sa, napìva","15122, 29151","",""
"ja pulɛ̀eme","75874","","1.obj.pron.","","","","","Bansko: 38","29150","","","ja pulɛ̀eme","","","","present","ja, pulɛ̀eme","11671, 29147","",""
"kat sa ispeč’è","75873","","","","","","","Bansko: 37","29146","","","kat sa ispeč’è","reflexive","","","present","kat, sa, ispeč'è","15811, 15122, 29145","",""
"da sa peč’è","75872","","","","","","","Bansko: 37","29146","","","da sa peč’è","reflexive","","","present","da, sa, peč'è","11415, 15122, 29144","",""
"tùremè ja","75871","dbl.acc","1.obj.pron.","","","","","Bansko: 37","29146","","","tùremè ja","","","","present","tùremè, ja","29143, 11671","",""
"sa nadùvaa","75870","","","","","","","Bansko: 36","29142","","","sa nadùvaa","reflexive","","","present","sa, nadùvaa","15122, 29140","",""
"gu pulìvaš","75869","","1.obj.pron.","","","","","Bansko: 36","29142","","","gu pulìvaš","","","","present","gu, pulìvaš","11923, 29139","",""
"a polɛ̀eme","75868","","1.obj.pron.","","","","","Bansko: 34","29136","","","a polɛ̀eme","","","","present","a, polɛ̀eme","23477, 29133","",""
"srɛ̀žeme ja","75867","","1.obj.pron.","","","","","Bansko: 33","29132","","","srɛ̀žeme ja","","","","present","srɛ̀žeme, ja","29129, 11671","",""
"naprav’ɛ̀li sme","75866","","","","","","","Bansko: 31","29125","","","naprav’ɛ̀li sme","","","","perfect","naprav'ɛ̀li, sme","29121, 12768","",""
"i napràeme","75865","","1.obj.pron.","","","","","Bansko: 24","29110","","","i napràeme","","","","imperfect","i, napràeme","23110, 29109","",""
"òliò i","75864","dbl.acc","","","","","","Bansko: 24","29110","","","òliò i","","","","","òliò, i","29108, 23110","",""
"č’e sme slagàle","75863","","","","","","","Bansko: 24","29110","","","č’e sme slagàle","","","","fut.perf.","č’e, sme, slagàle","19853, 12768, 29107","",""
"ne smè slagàle","75862","","","","","","","Bansko: 22","26721","","neg-clit","ne smè slagàle","","","","present","ne, smè, slagàle","7850, 22547, 29107","",""
"bànịcà a vìkame","75861","dbl.acc","1.obj.pron.","","","","","Bansko: 18","26655","2nd.accus.","","bànịcà a vìkame","","","","present","bànịcà, a, vìkame","49870, 23477, 26654","",""
"sme nəpràəli","75860","","","","","","","Bansko: 16","26646","","","sme nəpràəli","","","","perfect","sme, nəpràəli","12768, 26644","",""
"cìgancki pèčki i vìkəme","75713","","1.obj.pron.","","","","","Bansko: 13","26598","2nd.accus.","","cìgancki pèčki i vìkəme","","","","present","cìgancki, pèčki, i, vìkəme","26594, 26576, 23110, 15909","",""
"ìzmesà gu","75710","dbl.acc","1.obj.pron.","","","","","Bansko: 6","26551","","","ìzmesà gu","","","","present","ìzmesà, gu","26549, 32943","",""
"dvè trì","75709","","","","","","","Bansko: 6","26551","approx.num","","dvè trì","","","","","dvè, trì","26547, 18351","",""
"si zàmesa","75633","","","","","","","Bansko: 4","26537","","","si zàmesa","reflexive","","","present","si, zàmesa","12879, 27885","",""
"sme pravìli","75626","","","","","","","Bansko: 4","26537","","","sme pravìli","","","","perfect","sme, pravìli","19959, 3724","",""
"bànicà le","75622","dbl.acc","","","","","","Bansko: 2","26531","","","bànicà le","","","","","bànicà, le","26530, 14783","",""
"padnàlo","75015","","","падна̀ло","","renarrated","","Arčar 1: 39","51165","","","padnàlo","","","","","padnàlo","51163","",""
"tṛgnàl","75014","","","тр̥гна̀л","","renarrated","","Arčar 1: 51","51191","","","tṛgnàl","","","","","tṛgnàl","51190","",""
"padnàlo","75013","","","падна̀ло","","renarrated","","Arčar 1: 39","51165","","","padnàlo","","","","","padnàlo","51163","",""
"zaglàdile","75011","","","загла̀диле","","renarrated","","Arčar 1: 39","51165","","","zaglàdile","","","","","zaglàdile","51162","",""
"ostànalo","75010","","","оста̀нало","","renarrated","","Arčar 1: 38","51160","","","ostànalo","","","","","ostànalo","51158","",""
"padnàle","75009","","","падна̀ле","","renarrated","","Arčar 1: 4","51077","","","padnàle","","","","","padnàle","51075","",""
"od rumɤ̀nija","74986","","","од румъ̀нийа","","","","Arčar 1: 15","51103","od+obj","","od rumɤ̀nija","","","","","od, rumɤ̀nija","3406, 51102","",""
"šə sə rudɤ̀j","74985","","","шə сə рудъ̀й","","","","Godeševo 2: 2","21607","","","šə sə rudɤ̀j","reflexive","","","future","šə, sə, rudɤ̀j","18413, 19574, 21604","",""
"ne sà kətu tìjə","74981","","","не са̀ кәту тѝйә","","","","Babjak 1: 25","22695","","neg-clit","ne sà kətu tìjə","","","","present","ne, sà, kətu, tìjə","7850, 22696, 14674, 22260","predicate",""
"às ne mì sə žuv’èi","74980","","refl+obj.pron.","а̀с не мѝ сә жув’ѐи","full.pron-clit.pron.","","","Bangejci 1: 26","18449","subj.in.doubled","neg-clit","às ne mì sə žuv’èi","reflexive","","","present","às, ne, mì, sə, žuv'èi","13694, 7850, 18447, 19574, 18448","",""
"də ne è krəkɤ̀","74978","","","дә не ѐ крәкъ̀","","","","Bangejci 1: 41","18511","","neg-clit","də ne è krəkɤ̀","","","","present","də, ne, è, krəkɤ̀","974, 7850, 28902, 18522","predicate",""
"ši ìmə","74977","","","ши ѝмә","","","","Bangejci 1: 19","76155","","","ši ìmə","","","","future","ši, ìmə","7565, 20313","",""
"pruizv’èždəxmi si","74970","","","пруизв’ѐждәxми си","","","","Bangejci 1: 77","19545","","","pruizv’èždəxmi si","reflexive","","","imperfect","pruizv’èždəxmi, si","74968, 12879","",""
"e bilò čìsto","74964","","","е било̀ чѝсто","","","","Arčar 2: 21","51251","","","e bilò čìsto","","","","perfect","e, bilò, čìsto","26185, 23053, 22733","predicate",""
"onì sa go donèle nìe ne smè","74963","","","онѝ са го донѐле нѝе не смѐ","","","","Arčar 2: 20","51250","ellipsis","","onì sa go donèle nìe ne smè","","","","","onì, sa, go, donèle, nìe, ne, sme","34673, 23555, 14385, 51229, 20684, 7850, 12768","",""
"sə rəspràəxmi","74958","","","сә рәспра̀әхми","","","","Bangejci 1: 82","19578","","","sə rəspràəxmi","reflexive","","","imperfect","sə, rəspràəxmi","19574, 22746","",""
"gi fpr’àgəmi","74957","","1.obj.pron.","ги фпр’а̀гәми","","","","Bangejci 1: 79","19560","","","gi fpr’àgəmi","","","","present","gi, fpr’àgəmi","1152, 74967","",""
"nəràmvəmi gi","74956","","1.obj.pron.","нәра̀мвәми ги","","","","Bangejci 1: 79","19560","","","nəràmvəmi gi","","","","present","nəràmvəmi, gi","19556, 1152","",""
"də gi gl’èdə","74955","","1.obj.pron.","дә ги гл’ѐдә","","","","Bangejci 1: 78","19553","","","də gi gl’èdə","","","","present","də, gi, gl’èdə","974, 1152, 33891","",""
"si pruizv’èždəxmi","74954","","","си пруизв’ѐждәxми","","","","Bangejci 1: 77","19545","","","si pruizv’èždəxmi","reflexive","","","imperfect","si, pruizv’èždəxmi","12879, 74969","",""
"ni i nùžnu","74953","","1.obj.pron.","ни и ну̀жну","","","","Bangejci 1: 76","19534","","","ni i nùžnu","","","","present","ni, i, nùžnu","3056, 19483, 19533","predicate","obj-cop"
"gu ràbut’èxme","74952","","1.obj.pron.","гу ра̀бут’ѐхме","","","","Bangejci 1: 74","19524","","","gu ràbut’èxme","","","","imperfect","gu, ràbut’èxme","11915, 74971","",""
"trìis četìrise pedes’è","74951","","","трѝис четѝрисе педес’ѐ","","","","Bangejci 1: 72","19521","approx.num","","trìis četìrise pedes’è","","","","","trìis, četìrise, pedes’è","19517, 12707, 36286","",""
"si ìməši","74950","","","си ѝмәши","","","","Bangejci 1: 72","19521","","","si ìməši","reflexive","","","imperfect","si, ìməši","12879, 19516","",""
"si ur’èši","74949","","","си ур’ѐши","","","","Bangejci 1: 71","22743","","","si ur’èši","reflexive","","","imperfect","si, ur’èši","12879, 74962","",""
"sə pinsiunìrəm","74948","","","сә пинсиунѝрәм","","","","Bangejci 1: 66","19495","","","sə pinsiunìrəm","reflexive","","","present","sə, pinsiunìrəm","19574, 19494","",""
"jə vɤ̀ršə","74946","","1.obj.pron.","йә въ̀ршә","","","","Bangejci 1: 63","19478","","","jə vɤ̀ršə","","","","present","jə, vɤ̀ršə","14297, 19477","",""
"mi sə pudm’èstiə","74945","","refl+obj.pron.","ми сә пудм’ѐстиә","","","","Bangejci 1: 60","19462","","","mi sə pudm’èstiə","reflexive","","","aorist","mi, sə, pudm’èstiə","13233, 19574, 74973","",""
"sə snišì","74944","","","сә снишѝ","","","","Bangejci 1: 59","19456","","","sə snišì","reflexive","","","aorist","sə, snišì","19574, 19455","",""
"bɤ̀brekə mi","74943","","poss.clitic","бъ̀брекә ми","","","","Bangejci 1: 59","19456","","","bɤ̀brekə mi","","","","","bɤ̀brekə, mi","19454, 13233","",""
"jə pupripràixmi","74942","","1.obj.pron.","йә пуприпра̀ихми","","","","Bangejci 1: 58","18806","","","jə pupripràixmi","","","","aorist","jə, pupripràixmi","14297, 18805","",""
"t’à kɤ̀štə stàrətə","74941","","","т’а̀ къ̀штә ста̀рәтә","","","","Bangejci 1: 57","18798","mult.determ.","","t’à kɤ̀štə stàrətə","","","","","t’à, kɤ̀štə, stàrətə","21789, 18801, 28505","",""
"ud ràbutə","74940","","","уд ра̀бутә","","","","Bangejci 1: 55","18790","od+obj","","ud ràbutə","","","","","ud, ràbutə","5983, 22963","",""
"snìšen mi bɤ̀brekə","74939","","1.obj.pron.","снѝшен ми бъ̀брекә","","","","Bangejci 1: 55","18790","no.copula","","snìšen mi bɤ̀brekə","","","","present","snìšen, mi, bɤ̀brekə","18786, 13233, 19454","pass.part",""
"nì i nə m’àstu","74938","","","нѝ и нә м’а̀сту","","","","Bangejci 1: 53","18783","","neg-clit","nì i nə m’àstu","","","","present","nì, i, nə, m’àstu","22735, 21419, 3356, 40268","predicate",""
"še trɤ̀gvəm","74937","","","ше тръ̀гвәм","","","","Bangejci 1: 52","18779","","","še trɤ̀gvəm","","","","future","še, trɤ̀gvəm","13272, 18777","",""
"bɤ̀brekə mi","74936","","poss.clitic","бъ̀брекә ми","","","","Bangejci 1: 51","18776","","","bɤ̀brekə mi","","","","","bɤ̀brekə, mi","19454, 13233","",""
"mi pràvea","74935","","1.obj.pron.","ми пра̀веа","","","","Bangejci 1: 49","18769","","","mi pràvea","","","","imperfect","mi, pràvea","13233, 22734","",""
"bulì mə","74934","","1.obj.pron.","булѝ мә","","","","Bangejci 1: 46","18525","","","bulì mə","","","","present","bulì, mə","18524, 13896","",""
"mə bɤ̀rkə","74933","","1.obj.pron.","мә бъ̀ркә","","","","Bangejci 1: 46","18525","","","mə bɤ̀rkə","","","","present","mə, bɤ̀rkə","13896, 18523","",""
"əkɤ̀lə mi","74931","","poss.clitic","әкъ̀лә ми","","","","Bangejci 1: 42","18515","","","əkɤ̀lə mi","","","","","əkɤ̀lə, mi","18513, 13233","",""
"rəcèti mi","74930","","poss.clitic","рәцѐти ми","","","","Bangejci 1: 42","18515","","","rəcèti mi","","","","","rəcèti, mi","18512, 13233","",""
"də mə bulì","74929","","1.obj.pron.","дә мә булѝ","","","","Bangejci 1: 41","18511","","","də mə bulì","","","","present","də, mə, bulì","974, 13896, 18524","",""
"vi kəzàx","74927","","1.obj.pron.","ви кәза̀х","","","","Bangejci 1: 37","18495","","","vi kəzàx","","","","aorist","vi, kəzàx","13340, 18493","",""
"čìstu si e","74926","","","чѝсту си е","","","","Bangejci 1: 36","18490","","","čìstu si e","reflexive","","","present","čìstu, si, e","18489, 12879, 987","predicate","obj-cop"
"mitɤ̀ si","74925","","","митъ̀ си","","","","Bangejci 1: 36","18490","","","mitɤ̀ si","reflexive","","","present","mitɤ̀, si","18488, 12879","",""
"gu z’èə","74924","","1.obj.pron.","гу з’ѐә","","","","Bangejci 1: 30","18472","","","gu z’èə","","","","aorist","gu, z’èə","11923, 74974","",""
"mumìčitu im","74923","","poss.clitic","мумѝчиту им","","","","Bangejci 1: 30","18472","","","mumìčitu im","","","","","mumìčitu, im","18469, 16285","",""
"ìmət si","74922","","","ѝмәт си","","","","Bangejci 1: 29","18468","","","ìmət si","reflexive","","","present","ìmət, si","18466, 12879","",""
"si ut’ìvət","74921","","","си ут’ѝвәт","","","","Bangejci 1: 29","18468","","","si ut’ìvət","reflexive","","","present","si, ut’ìvət","12879, 58918","",""
"si dòdət","74920","","","си до̀дәт","","","","Bangejci 1: 28","76164","","","si dòdət","reflexive","","","present","si, dòdət","12879, 18459","",""
"si ìdət","74919","","","си ѝдәт","","","","Bangejci 1: 27","76160","","","si ìdət","reflexive","","","present","si","12879","",""
"sə ispràzni","74918","","","сә испра̀зни","","","","Bangejci 1: 21","18428","","","sə ispràzni","reflexive","","","aorist","sə, ispràzni","19574, 18424","",""
"səm puràsnələ","74915","","","сәм пура̀снәлә","","","","Bangejci 1: 7","76144","","","səm puràsnələ","","","","perfect","səm, puràsnələ","15321, 18369","",""
"səm sə umɤ̀žilə","74914","","","сәм сә умъ̀жилә","","","","Bangejci 1: 5","76142","","","səm sə umɤ̀žilə","reflexive","","","perfect","səm, sə, umɤ̀žilə","15321, 19574, 18362","","aux-obj"
"dv’è trì","74913","","","дв’ѐ трѝ","","","","Bangejci 1: 1","76139","approx.num","","dv’è trì","","","","","dv’è, trì","39243, 18351","",""
"ne gò slušàx čuvɛ̀kə","74911","","1.obj.pron.","не го̀ слуша̀х чуве̂̀кә","clt.pron-nom","","","Babjak 4: 29","13413","","neg-clit","ne gò slušàx čuvɛ̀kə","","","","aorist","ne, gò, slušàx, čuvɛ̀kə","7850, 27063, 13410, 13411","",""
"si stənà","74910","","","си стәна̀","","","","Babjak 4: 28","13408","","","si stənà","reflexive","","","aorist","si, stənà","12879, 27826","",""
"k’e stràdəš","74909","","","к’е стра̀дəш","","","","Babjak 4: 28","13408","","","k’e stràdəš","","","","future","k’è, stràdəš","63651, 13406","",""
"da se izùčiš","74908","","","да се изу̀чиш","","","","Babjak 4: 27","13403","","","da se izùčiš","reflexive","","","present","da, se, izùčiš","11415, 12409, 13402","",""
"aku ne mè uslùšəš","74907","","1.obj.pron.","аку не мѐ услу̀шәш","","","","Babjak 4: 27","13403","","neg-clit","aku ne mè uslùšəš","","","","present","aku, ne, mè, uslùšəš","13399, 7850, 16302, 13401","",""
"č’e pumìneš","74906","","","ч’е пумѝнеш","","","","Babjak 4: 26","13398","","","č’e pumìneš","","","","future","č’e, pumìneš","42201, 13396","",""
"də me ùča:","74904","","1.obj.pron.","дә ме у̀ча:","","","","Babjak 4: 23","13374","","","də me ùča:","","","","present","də, me, ùča:","974, 12007, 74655","",""
"də me pràta:","74903","","1.obj.pron.","дə ме пра̀та:","","","","Babjak 4: 22","13369","","","də me pràta:","","","","present","də, me, pràta:","974, 12007, 13368","",""
"də me pràta:","74902","","1.obj.pron.","дә ме пра̀та:","","","","Babjak 4: 21","13364","","","də me pràta:","","","","present","də, me, pràta:","974, 12007, 13368","",""
"də me usvubòda:","74901","","1.obj.pron."," дә ме усвубо̀да","","","","Babjak 4: 20","13357","","","də me usvubòda:","","","","present","də, me, usvubòda:","974, 12007, 13356","",""
"ne sɤ̀ mnògu ìtri","74900","","","не съ̀ мно̀гу ѝтри","","","","Babjak 4: 18","13348","","neg-clit","ne sɤ̀ mnògu ìtri","","","","present","ne, sɤ̀, mnògu, ìtri","7850, 13344, 21181, 13345","predicate",""
"vi rèvə","74899","","1.obj.pron.","ви рѐвә","","","","Babjak 4: 17","13343","","","vi rèvə","","","","present","vi, rèvə","13340, 13317","",""
"si mìslə","74897","","","си мѝслә","","","","Babjak 4: 16","13339","","","si mìslə","reflexive","","","present","si, mìslə","12879, 13335","",""
"se b’àə sɤbràli","74896","","","се б’а̀ә събра̀ли","","","","Babjak 4: 14","13326","","","se b’àə sɤbràli","reflexive","","","pluperf.","se, b’àə, sɤbràli","12409, 69987, 13325","",""
"kət se izrevà","74895","","","кәт се изрева̀","","","","Babjak 4: 13","13318","","","kət se izrevà","reflexive","","","aorist","kət, se, izrevà","17035, 12409, 13313","",""
"še nəberèš","74891","","","ше нәберѐш","","","","Babjak 4: 7","13274","","","še nəberèš","","","","future","še, nəberèš","13272, 13273","",""
"mi rèkuə","74890","","1.obj.pron.","ми рѐкуә","","","","Babjak 4: 7","13274","","","mi rèkuə","","","","aorist","mi, rèkuə","13233, 13268","",""
"nàs ni trebùva","74889","","1.obj.pron.","на̀с ни требу̀ва","full.pron-clit.pron.","","","Babjak 4: 6","13266","","","nàs ni trebùva","","","","present","nàs, ni, trebùva","30446, 11762, 13262","",""
"sràm me e","74888","","1.obj.pron.","сра̀м ме е","","","","Babjak 4: 5","13261","","","sràm me e","","","","present","sràm, me, e","13257, 12007, 987","non-vbl.pred.","obj-cop"
"smuštàvəm se","74887","","","смушта̀вәм се","","","","Babjak 4: 5","13261","","","smuštàvəm se","reflexive","","","present","smuštàvəm, se","13256, 12409","",""
"də tè e sràm","74886","addl.acc","1.obj.pron.","дә тѐ е сра̀м","","","","Babjak 4: 4","13253","","","də tè e sràm","","","","present","də, tè, e, sràm","974, 27046, 987, 13257","non-vbl.pred.","obj-cop"
"termutòne lì gu kàzvaa","74884","dbl.acc","1.obj.pron.","термуто̀не лѝ гу ка̀зваа","","","interr.clit","Babjak 4: 2","13239","2nd.accus.","","termutòne lì gu kàzvaa","","","","present","termutòne, lì, gu, kàzvaa","13237, 74486, 11915, 21593","",""
"vesèleja sе̥","74882","",""," весѐлейа се̥","","","","Babjak 3: 30","13003","","","vesèleja sе̥","reflexive","","","imperfect","vesèleja, sе̥","13006, 21617","",""
"trì čètiri pèt","74881","","","трѝ чѐтири пѐт","","","","Babjak 3: 30","13003","approx.num","","trì čètiri pèt","","","","","trì, čètiri, pèt","18351, 7502, 12998","",""
"se rəzvàlijə","74880","","","се рәзва̀лийә","","","","Babjak 3: 29","12996","","","se rəzvàlijə","reflexive","","","imperfect","se, rəzvàlijə","12409, 12994","",""
"gi slùša:","74879","","1.obj.pron.","ги слу̀ша:","","","","Babjak 3: 28","12990","","","gi slùša:","","","","present","gi, slùša:","1152, 12977","",""
"se zbìrə:","74878","","","се збѝрә:","","","","Babjak 3: 26","12979","","","se zbìrə:","reflexive","","","present","se, zbìrə:","12409, 12976","",""
